BSU	Gene	A22	Acriflavine	Actinomycin_D	Aztreonam	Benzalkonium	Cefaclor	Cefoxitin	Cerulenin	Chlorhexidine	Ciprofloxacin	Copper(II)_stress	Cycloserine_D	Dibucaine	Dipyridyl	Doxycycline	EDTA	Ethidium_bromide	Fosfomycin	Fusidic_acid	Gliotoxin	Holomycin	Iron(II)_stress	Mupirocin	Nalidixic_acid	Novobiocin	PAC-holo	Phenazine_monosulfate	Propidium_iodide	Puromycin	Rifampicin	SDS	Sulfamonomethoxine	Thiolutin	Triclosan	Trimethoprim	Vancomycin
BSU16670	ribC	1.227832816	-0.809641724	3.029495133	0.204880448	0.222035727	4.595674779	-0.7403911155	1.206327756	1.679722739	-1.323222157	0.760396791	0.20107217	1.905874856	4.4433613505	-0.74042901	0.099978762	-3.5663872	-0.975108068	1.368974723	0.363442181	0.225692483	1.183513356	-0.27057304	-2.664558528	0.618526784	-3.097466845	0.406872753	0.42707732	0.120375527	1.338508199	1.865851299	1.177099604	1.977945348	1.719523045	-0.429709214	0.2251605575
BSU16680	rpsO	-0.5999235965	-0.285536592	0.851950618	4.011683845	0.3866143345	1.261242375	1.128431403	0.169501594	-0.073306839	0.288685077	0.151150641	-0.81352558	0.514147894	-0.1950451185	0.100549943	0.048432239	0.522399896	2.051142749	-0.606662499	2.636966613	1.360027738	-0.264558413	-0.568309308	2.873028785	-0.202845806	0.1050371155	-0.80567814	0.168861281	-0.458680043	0.3987333385	-1.303661736	0.029063281	1.551163936	0.408202636	-0.6549477635	0.787286734
BSU16750	asd	-0.745766351	-0.624246417	2.170548882	-3.112045568	-0.127507118	0.060715242	-2.229764723	0.841243346	0.422137114	-3.778855775	0.06873179	0.398539336	-0.176465631	3.3629486685	0.320867883	0.357792416	0.163914045	1.8266255075	0.0918337445	-2.367018812	0.189604206	1.1278291125	0.564186647	-4.509667942	1.686721093	-2.0006821065	0.755743448	-0.367431349	-1.149131002	0.466790337	3.102157718	-0.72135321	-0.58457674	1.439826598	-0.6953475495	-0.776776292
BSU16760	dapG	-0.2066281755	-0.015843361	-0.77523679	-1.244046109	-0.7716755505	3.306689779	-0.1437164885	0.576059818	0.229789084	-0.649955436	-2.106515973	0.688204545	-0.958477286	1.736727078	-0.076161661	-0.837574444	0.465315163	-0.1312409585	0.3848153915	-1.092527783	0.665588205	0.7594122005	0.173663059	-2.128528389	1.736621024	-0.037020224	1.72884588	0.092487262	-0.184513476	1.0371128815	2.136224863	1.302471368	-1.756449026	-0.075821636	0.1113983725	0.219711714
BSU16770	dapA	-0.0844589625	-0.333618202	3.849512735	-3.0628064745	-1.1223297925	3.237846181	-2.3387155635	1.327351174	-0.140998065	-3.346156159	-0.268703553	0.485807719	-1.553239816	2.8392861765	0.082795233	-0.310189013	1.239602976	0.5097206425	0.5178393535	-0.701392945	0.208610781	0.2614311105	0.902668724	-4.084962028	2.25555802	-1.6936189075	0.408886353	-0.197044483	-1.082202939	0.764430422	2.344599636	1.133412384	1.422233229	0.550082904	-0.490859349	-0.1560260795
BSU16920	pgsA	-0.55137511	-1.168556728	0.362854851	-0.206979688	-0.859813768	5.561943905	0.7348257165	2.530398724	-0.076179247	-2.241245237	0.643241318	1.000385153	1.051535284	4.019280171	-0.169247011	1.489410261	-1.223074114	2.221087208	1.616732582	-0.399459077	-0.588534998	0.840703967	-0.738557581	-2.938304706	-0.103288325	-1.650462575	0.480362804	0.828848699	0.465069897	0.122120932	1.076299537	0.945374305	-0.304311192	0.332685174	-1.23656531	0.0398285345
BSU16960	ymdA	0.438172304	0.1061915	-1.118124816	2.915130884	1.845112418	5.096913352	2.747127662	1.179696257	-1.042974932	-0.181806613	0.062288981	-0.013939211	-2.25177298	-1.2253804415	0.571537953	1.248712424	0.915944843	2.1664099345	2.9254130105	-0.667139147	0.147004373	-1.433523491	0.000737102	-1.433879722	-1.439106103	-1.533260106	1.655438912	-0.065806667	0.350400446	-0.7480222485	-0.131271558	-0.365055561	0.076970799	-0.073994724	-2.539880172	-0.218277854
BSU17370	nrdI	0.5864915745	0.844523824	5.719226237	-3.0673326505	1.258631769	-2.982479987	-0.6276622595	-0.959417269	1.729447192	-4.959579918	-0.490549991	-1.034691176	0.493221375	-0.868941603	1.043916948	-1.444515857	-1.290268367	-3.383068228	-0.3944803415	1.279411133	1.337125516	-1.1288452045	0.094502653	-2.839041451	0.783846426	0.5542394535	0.618909807	0.3332484	0.101957958	-0.8450131285	-2.102685948	-1.465304386	1.902293254	0.682401332	1.4582070305	0.5430411725
BSU17380	nrdE	0.3442724135	0.298823453	4.976978236	-2.396787174	0.0855223855	-2.660677896	-1.0386308945	-0.430170754	0.422824099	0.361780721	-0.225408068	-1.355826265	0.273801957	-0.813566134	0.903723418	-0.82841847	-0.426565204	-0.691956172	1.40591253	0.145222579	-1.3975659	0.7257506045	0.262722357	-1.173117114	0.394814398	1.310575842	1.398153496	-0.13243739	-0.271777211	-1.2061152445	-1.136049815	-0.227694585	-0.808217284	-0.28021029	1.591960374	-0.057359409
BSU17390	nrdF	0.540363136	0.569762628	1.530605013	0.045528252	0.43207625	-0.578762621	0.100433269	-0.644045648	1.44468517	-0.997140932	0.661780944	-0.632726844	0.363758547	-2.235201711	-0.333763646	0.258987189	-0.21261573	-0.0414970145	-0.993525574	0.494299383	-0.462052697	0.841718482	0.264456434	-0.839294205	-0.200015532	2.037930342	0.385759102	0.881560394	0.273304815	-0.9492849745	-0.544099857	0.955514651	-0.662970707	-0.978995537	0.3285777925	-0.387014877
BSU17910	yneF	-0.576351752	1.335685186	0.81420925	0.7835468015	-0.6952026025	2.529716215	0.2297253385	2.0985006	0.668581765	-0.138361311	0.724377809	-0.311691552	-0.119682404	-0.9530808675	0.221121671	0.596859922	1.459213342	0.3220556115	0.7732765965	-0.910322577	1.391784303	-0.17449818	-0.943078011	-1.535366882	-1.838909805	-0.1014319335	-1.169048598	0.316991992	0.145476132	-1.1330214575	-0.274031557	-0.088352375	-0.585548374	0.157488799	-0.411424072	-0.036181
BSU18070	yneS	0.1604095095	3.512028697	5.416298636	-1.9763422645	3.7691703815	0.261722884	-2.002948452	1.24568479	0.87960837	-1.937591837	-0.437609382	-0.36697947	2.385860409	2.73099892	1.136844545	2.068725005	3.998774868	-1.9012619645	1.650817901	0.549298727	-0.061630286	-1.554269983	-0.888047801	-0.836848695	-2.024022999	-0.472736032	1.233019439	-0.498157317	1.549352091	0.3154516415	-0.707998046	0.724525157	1.280186311	0.19381032	-0.313421987	-1.1499540555
BSU18090	parE	0.8472319585	-3.058634938	0.666820926	-0.0108040915	1.0630583115	-0.23903613	-0.114659073	0.81024344	0.157163713	0.588729536	-0.559224442	0.309868629	0.64409455	0.1661088725	0.180601988	-0.698731562	-1.315384125	-1.7277072385	-0.286387333	1.252802285	1.076686452	0.5737462385	0.556267484	-1.12290625	-1.609601851	0.3398233205	-0.342331195	0.569436225	-0.449853104	1.986133264	0.919219185	0.841190738	0.496081036	-1.240788517	0.338569306	0.820155776
BSU18100	parC	0.877207071	-2.887775023	4.04237951	-3.108746942	0.9922316755	-0.160651657	-1.387469126	1.190267001	1.013436972	1.334952381	-0.905047456	0.053993602	-0.112735223	0.0464476960000001	-1.23841204	-0.189798249	-0.811847313	-2.8643262185	0.650736497	1.626069438	2.658076946	-0.071600925	0.262840362	-0.598100991	-2.00082211	0.0279727165	1.692644105	0.126686304	0.042860005	2.170976333	0.009993768	1.187335888	0.343855272	-2.711808555	1.319960821	1.4210477125
BSU19360	odhB	1.290387784	-1.303929349	-0.739222314	2.744517539	0.6535874595	6.336866115	0.8431097275	0.149312663	-0.946312927	-0.425473703	1.949243823	0.98659869	1.129544797	5.2887117225	0.412162386	3.086064488	2.690228168	-1.2065239525	1.2152821525	-0.742122786	-0.21771004	-1.9973010465	-0.312327925	-0.933247456	-2.349019049	-2.761194057	3.15544519	-1.246316136	0.200699804	-0.052896884	0.724457649	-0.703867661	0.499552461	0.275548755	-2.0199530945	1.319839746
BSU21320	yomL	0.3865286395	0.436197674	-0.707007523	-0.3780178905	0.0250397255	-0.978460783	0.4408177	-0.450971321	0.156413045	0.268357222	-0.996785175	0.310092117	0.012548505	-0.563733195	0.704880563	0.471008048	0.142467119	-0.7203658305	0.9878539515	-0.587373337	-0.423666257	0.7711376725	-0.317307558	0.285725239	-0.450042608	1.475654095	0.362505068	-0.026843347	0.260465313	0.4927892685	0.663783433	0.405109314	-1.485627707	-0.298554591	-0.161006743	0.1346100545
BSU21490	sunI	0.0614596815	1.411996618	2.291361234	2.662181236	-1.2289404285	-2.968350534	2.8119758775	0.183074493	1.267263771	0.207985109	4.241095815	-1.026607793	-0.710956411	-2.6761314355	-0.735341778	-3.28224595	-0.213981495	-1.3480401185	-0.0874464615	1.40292264	1.050758095	1.2911446935	-0.353472833	-2.422013831	1.03556759	0.2700664845	-3.002578105	2.420026087	0.86962654	-0.9100127665	-0.091315031	-0.588204344	0.831023359	-2.297313165	0.1903011815	2.336748661
BSU21810	dfrA	0.3684209865	1.534716609	5.28445926	-0.952022604	1.6385389705	-2.498468206	0.219628073	0.428877171	1.45601823	-4.501259837	1.334683663	-0.838935007	0.348837844	-1.0305192655	0.411619177	0.030992082	0.952679022	-1.695989899	1.8990183285	1.32607051	1.42264353	1.075780981	0.004671105	-2.374941706	0.15289556	0.257225145	-0.895013561	0.685132707	0.05527328	1.1760581115	0.363090158	-3.84979107	0.984592532	0.982883267	-7.5027713225	0.566209397
BSU22350	dnaD	-0.7090554615	0.211120733	-1.22026945	-0.0681239975	0.3044560465	0.978496224	-0.3473335065	0.556084131	0.796501447	0.342537667	-0.025775124	-0.604109131	-0.091549741	-0.6928582495	0.53981603	-0.19710102	0.393991949	-0.3058002275	0.343027652	1.663279828	-0.493128608	0.4454746555	-0.464263494	-1.272012182	-0.336157888	1.887869752	0.341554064	0.260460947	0.200085236	-0.382449684	-0.364974954	-0.363027227	0.318633206	-0.735304439	0.750630882	0.7195159655
BSU22420	panC	0.2364080645	0.560961886	3.609485606	-0.506583473	1.594406503	2.767430156	0.0186139765	-4.90153193	1.506699752	0.791876126	1.474465161	-0.244214241	0.622445319	-0.9007589175	-0.162024198	0.988480857	1.549173068	-0.3536020755	0.087853933	1.56812031	3.42765786	-1.395272881	0.513645175	-0.684702911	-3.253091477	-1.395053408	3.192042624	-0.613053834	-0.404302223	0.330880449	0.247216854	-0.354891754	3.215331635	-1.130746797	-0.2979402465	-0.0239147870000001
BSU22440	birA	-0.5954685495	0.243115741	0.87535345	0.496803829	-1.0664184965	2.163208914	0.18002515	-0.932328718	0.522315533	0.194169763	-0.705955844	0.707474349	0.45186973	0.7299568775	0.263319113	0.380071703	0.31140549	0.1058704615	-0.9428860875	0.178731307	-0.418653054	-0.295961864	-0.498550842	-0.296029142	-0.516576816	-0.3591390055	-0.681606843	0.005719152	0.334998179	-0.4304704615	-0.049676076	0.60208975	0.024888246	0.243884141	-0.0162526505	-0.3739964995
BSU22450	cca	0.658830223	0.379619654	-2.109018371	0.052728377	-0.036097367	-1.053562318	0.4199430395	0.127838128	0.745261316	1.213688065	0.855132607	-0.450740577	0.151792077	0.793934529	-0.533138451	1.492193245	-1.831048436	-4.1810874775	-0.9116454955	-1.028857259	-0.534360465	0.037230336	0.572844242	-0.984087244	-0.264257203	2.5635530985	0.340183589	0.633501381	-0.64060827	0.0179940375	-0.342415174	-0.063344563	0.85559662	-0.024431765	0.046453806	-0.761371235
BSU22490	dapB	-0.020070372	-0.204824932	1.8011263	-1.5667203685	-0.464433361	1.940007243	0.258760706	0.787332088	-0.168436036	-0.245488863	-0.894458821	0.54840477	0.352190144	2.497173991	-0.751553459	0.666923711	-1.776103502	-2.7381756185	0.8050765605	-1.164782213	0.060671688	0.6119847915	-0.747219493	-0.756356429	1.654379663	-1.3928354275	0.806731409	-0.315446516	-0.93061075	0.0428114175	1.584595956	0.914933041	-0.489411117	3.389451629	0.735783741	-0.1844824905
BSU22600	aroE	0.6910111695	-1.551640724	-2.360305895	-1.519431296	1.42108376	2.687571633	-0.917461362	0.927548521	-0.093411657	0.910822509	0.630059374	0.14591927	-0.146328333	1.569526533	1.043369841	1.272448018	1.444589077	-0.580880412	0.4295579855	1.308946342	-0.318415043	-0.3326779345	0.462868563	0.768112749	-0.670010184	0.1953240025	1.194084006	-0.117103703	-0.470971978	0.7485731155	1.797541636	0.651355594	-0.057342595	4.660810071	-1.2737751235	-1.3262099445
BSU22710	aroF	-0.578435958	0.09253004	-3.437406585	-1.2991225125	-0.084284039	-1.346241702	-1.142948669	1.627069751	0.069515773	0.76412722	-1.480008079	0.015627611	-0.187712965	-0.383310307	1.000707822	-0.131346315	1.286349956	-0.5699483585	0.1203044615	1.415147357	-0.54842637	0.8778471485	0.973508563	1.088685169	-0.183375558	1.846669504	-0.459220725	0.056563321	-0.422712867	0.617984847	1.759097888	0.100176819	-0.699275106	4.691859035	-0.218049593	-0.9449482165
BSU22740	hepT	-0.2363740935	1.016939741	-0.641879057	-0.9178398715	-0.0550283575	-0.468165477	0.1470331715	-0.090676307	0.932459593	-0.236691844	0.1754983	0.15801881	-0.031339288	-0.05262173	0.300528764	0.434677695	0.54435167	-0.381103256	-0.2879307225	0.431055108	0.107683351	-0.1644917695	0.404006118	-0.551646847	-0.764172093	0.5143363345	0.297633989	0.183514626	0.626116646	0.040931405	-0.090888766	0.530020009	-0.079899239	-0.012447166	-0.1826996305	0.065515432
BSU22750	ubiE	-0.5570184765	-1.176583134	0.124034717	-2.0838914805	-1.241014605	-1.360771552	0.5656194115	1.078635554	-1.076386835	0.677356238	-2.099982812	1.247696406	-3.165710389	0.3339832405	-0.026149891	0.834076115	-0.964857236	1.679306077	0.1786252545	-3.150950707	-3.179428333	-1.1023485675	0.987093693	0.747170439	-1.522577396	-1.2808039885	-1.047421354	-0.770907805	-0.37620899	0.2937728145	0.092220943	0.004581604	-0.61839433	3.131411707	0.331358703	1.0505986065
BSU22760	hepS	0.4604840135	0.937096889	1.353472697	-1.5364800825	-0.171337502	-1.427765463	-0.9344102895	0.541478632	1.164613715	-0.960025098	0.017418293	1.616773878	-1.107457796	-0.1838351505	0.670462229	-0.570308638	-0.693866039	-0.896673108	1.346270707	-0.911648598	-1.046232463	0.624154326	1.309750372	0.271512325	-1.358384113	-0.201679539	2.874455947	0.539275689	0.520448556	-0.033998217	-0.923371877	-1.261143508	-0.176418417	3.69825055	-0.4369339755	0.1553136845
BSU22780	folE	-0.1322536235	0.630745653	-2.275689713	-0.781501541	-0.0702186755	4.161684513	0.2768421875	-1.220429101	0.512949528	-0.017633222	1.24029157	-0.344732778	-0.516598351	0.6815675645	-0.278880912	1.85274215	0.753962783	-2.3051903525	3.027554713	1.723505929	0.865473086	0.27154806	-0.214018682	-0.214942757	1.507034712	0.3748763535	1.480383795	0.15442357	0.912877367	0.801283488	0.49242845	-6.799179464	1.000034115	0.99388534	-8.16264684	-0.6453951845
BSU22790	hbs	0.4398461255	-0.021354015	0.866999453	1.777354609	0.231212505	1.010923363	0.9684380625	-0.522008494	0.03240481	-0.398344295	0.679339859	0.492339537	0.340052155	0.509407192	0.124073574	0.566179027	0.115276215	0.0698272745	-0.709038191	0.215700373	0.110670768	-0.435075852	0.743297335	-1.422946863	0.137466794	1.409251195	-0.321611538	-0.317928191	0.26562087	0.392814193	-0.520410302	0.039058847	0.200986101	-0.114866067	-0.6777587995	0.3334562365
BSU22830	gpsA	0.8397584255	1.176532654	7.854408051	-2.249503001	5.0714853215	-5.962273803	5.888217727	-1.582905584	4.453989442	0.619484279	-0.527460739	-0.214745855	1.237613957	3.8973263965	5.776393969	1.043770621	2.709555198	-1.035392961	2.565469871	-0.357652763	-0.431773589	-4.1935715605	-1.777325384	1.919491627	-2.598257339	-0.9787315525	2.977949085	-2.41848974	1.062830225	0.576035602	-2.003242513	-0.531242526	0.106552647	4.856319247	-1.947809026	-1.2901935775
BSU22840	engA	-0.9101790695	2.04336619	3.563417917	-0.706003441	1.196168427	-3.265752627	-0.535042084	-0.789130043	0.479808239	-0.06662068	2.220415568	0.446528699	1.034214042	0.563663256	0.817240463	0.498971285	2.603498156	-0.0703809575	0.9247564215	1.37992211	0.756358247	-2.17010212	-0.289221957	1.795220153	-1.288126427	-0.0474852395	-0.410650496	-0.687034192	-0.712242425	1.138272342	-2.55144966	-0.668513064	0.746616697	0.727608972	-0.82254657	-0.436884673
BSU22890	cmk	-1.6620154395	1.125107985	2.519860915	-2.46741735	0.6008025735	1.340432471	-0.715622552	1.961532727	-0.233261747	-3.653592806	-0.271978097	-0.354228487	0.335992323	2.9613051945	-0.008123598	0.677033323	0.489481077	0.528070522	-1.154956382	2.715346612	0.601410137	-1.4015635035	0.487920438	-1.117392239	-0.819513806	-2.509041123	1.637381466	-1.027317461	-1.088748228	-0.0591964325	0.481792862	0.854651086	2.136480817	0.887740662	0.319950782	0.3287454685
BSU23130	resC	0.4756975485	0.216356207	-1.184278956	0.8456882245	0.2251734	-0.526759052	0.9552941955	-0.489708004	0.488829439	0.013974565	-3.035852583	0.537112516	-0.133949427	-0.003397402	0.021690596	0.211771021	1.142183309	0.8984278495	-0.1466618665	-3.330097509	-4.495428893	-1.065751735	0.415225689	0.923986687	-1.458287952	0.0181522065	-5.413774059	-0.28773118	0.014765477	0.4411772265	-0.34733991	0.485663088	-3.781241642	0.214473346	0.2564105055	-0.26896934
BSU23140	resB	0.8877698115	0.499973129	-1.585473108	0.368074011	-0.1945939615	-0.160942789	0.220823242	-0.265203373	-0.0491908	-0.42318137	-1.833369588	0.217120577	-0.70930066	-0.1949400625	0.423244641	-1.038027521	0.20768641	-0.7672837995	1.198414459	-1.09611011	-3.589484457	-0.253492769	-0.010334103	-0.245852876	-0.682528557	0.5973702895	-1.756578575	0.34929974	0.08492192	0.199383833	-0.162599333	0.127400327	-3.18927515	0.665450931	-0.1203749995	0.3214521785
BSU23220	scpA	0.4614915345	-2.614673637	-0.590176886	-1.2152470995	0.455014355	-2.603818406	-0.27230223	1.432649686	0.259028612	-1.022953727	-0.202135896	0.111967762	0.153920374	-0.884196685	0.345617007	-1.094822447	-0.628188264	-1.088458533	0.981598598	0.51956301	-0.288101091	0.428417812	-0.230893008	-0.662059873	-0.909762928	1.028369712	-0.001829296	0.794137474	0.196668973	1.163580025	1.277652874	-0.150360408	-0.433028601	0.19696601	0.362437891	1.0176020925
BSU23230	ypuF	-0.00150141400000001	0.654598541	-1.145971273	-0.2262309385	-0.200805132	-1.35185003	0.566645305	0.059209842	0.386121306	0.16045212	0.092865818	0.03619077	-0.478599249	0.0560517185	0.483965676	0.891490803	0.310823452	0.1943802245	-0.605601581	-0.813429404	-1.061138319	-0.009166975	0.009483173	0.234561873	-0.322760082	0.648304523	-0.792704803	0.16530477	-0.392224371	-0.0154125755	0.237277973	0.411147472	-0.576011496	-0.146426962	0.24429313	-0.2846537645
BSU23840	yqjK	0.5196347735	0.245491643	-0.594345141	-0.159358021	0.1750219785	-0.74055645	0.335738661	-0.307080619	0.477049122	0.016925297	-0.657396584	0.017952485	-0.336274597	-0.8294589895	0.581622788	-0.069124169	0.143235783	0.112290773	0.17522153	-0.195707257	-0.834384002	-0.509395765	0.410068342	0.195130364	-0.214442482	1.6477042545	-0.0738415	-0.255642224	0.470598415	0.3750341215	-0.090131123	0.227674741	-0.119742151	0.306146787	-0.099510316	-0.2700359915
BSU24270	dxs	0.368140023	0.637153647	-0.618179339	-0.2450981805	-1.5021749625	0.617151172	1.894173151	0.294356388	0.107897519	-0.624726485	0.309249153	1.081526792	-0.826648768	-1.901150117	0.108671168	-0.244922769	-0.521909047	6.671884953	1.958369046	-0.575396263	-0.740125264	-1.5932637065	-0.415944871	1.963704702	-1.695882698	-0.1474089745	-1.935469337	0.384092349	0.674703263	0.2293205095	0.044176229	-0.651467773	-1.160251337	2.910097798	-0.6030249865	-0.2008402865
BSU24310	folD	0.350618206	1.189570044	0.309112014	1.5807050665	0.839951991	1.413084595	0.4670318145	0.08110842	-0.073132587	0.173632884	1.656161017	0.7555995	0.188765978	-0.514097134	-0.310121997	-0.246882227	1.236800868	1.3387094695	-0.524100096	1.013922383	0.02134218	-0.422830723	0.010355987	-0.258735583	-0.680752225	-0.334257329	-0.008769001	-0.322476334	-0.061940317	0.8230592935	-0.791612372	-0.212784196	1.300656624	-0.57346014	-2.492020618	0.6572517935
BSU24330	yqhY	0.0225188865	0.058502181	0.740561815	2.530279831	2.607016479	5.027097791	0.693019845	0.245747887	1.564190671	-1.2883494	2.026903167	1.321724392	0.715383963	1.379359804	1.246293693	-0.793163874	0.545539577	1.18914546	-0.0562684355	0.943926148	1.857044273	-1.5604855825	-1.721067932	-1.112063292	-2.072046593	-2.195626573	3.77462703	-1.155953595	-1.01893267	-1.0926732825	-0.802367811	2.222462653	2.380544453	2.579425539	-1.1901194275	-0.9450420265
BSU24340	accC	-1.3313275405	0.568585895	-1.185059328	1.2345622835	-0.049202032	-0.344866307	0.225767479	-0.716831947	0.662817503	0.777029912	1.226569258	-0.31366462	0.241804156	-1.845278918	-0.061363989	-0.681499967	0.888590856	-0.6631285745	-1.828103421	0.228364587	0.048422665	0.5308560895	0.066768642	-1.505455423	0.453242582	1.884756519	-0.583351216	0.512090447	0.302343274	-1.224098763	-0.550140744	1.593838989	0.260254768	0.049914056	0.00534606250000001	-0.8940607685
BSU24350	accB	0.407918505	-2.16919655	1.882140343	2.410782762	2.2367663975	3.73168785	0.4680424755	-0.395619096	1.822043452	-0.295185719	1.689066641	1.581099008	0.724441496	0.768944761	1.357440687	0.491215736	-0.369856425	0.5950787555	-0.343731838	2.312698214	2.198542523	-0.795077313	-1.47302511	-2.029556554	-3.057314711	-1.301272117	1.754225823	0.036965063	0.933928111	-0.7557940225	-0.793323821	-0.422538734	1.395030115	2.636809166	-1.037987669	0.218524465
BSU25070	ispG	0.362780113	0.368676765	-1.01852947	0.334619738	-0.096622854	0.902098181	0.573284514	-1.394310286	0.242243176	-0.30626022	0.29034488	0.203754005	0.747437692	-1.1337588755	0.08596689	-0.037774696	-0.360779437	0.491437743	-0.377949941	-0.088928208	-1.668909536	-0.0104798895	-0.034688219	0.363630289	-0.000241129	1.6452898535	-0.378186823	-0.012331765	0.657367967	0.446671724	-0.31199275	0.051969251	-0.289123528	0.035826197	-0.505635616	0.7479003065
BSU25160	ispH	0.3310925265	-0.457094479	0.495481147	-0.376231835	0.0809638125	0.929796379	1.205689045	0.425025637	-0.686976092	-0.906261633	1.604000796	0.81097094	0.569038698	-1.927592018	0.066432018	-0.172259318	0.71200868	6.863813373	1.619398486	-0.875216743	-1.343412714	-0.197966661	-0.209217926	-0.011982455	-0.818729052	-1.2627762505	-0.138795442	-0.466841427	-0.229862007	-1.064722694	-0.059084674	-1.392521507	-1.136415119	4.421642322	-0.63738358	0.2206111585
BSU25200	sigA	-0.0558959955	-0.47596251	-0.016422942	-0.4689945005	0.000142492999999994	-0.453551089	-0.166744884	0.435417952	0.738807381	1.131397176	-0.379491742	0.384870973	0.512473614	2.5875951115	0.431028562	-1.032804509	-0.240298292	3.1138686715	3.6811221525	0.246183126	-0.419993757	-0.593923387	-0.139088283	1.294729098	0.151443183	1.9480228535	-0.55006717	-0.071731161	-0.147644427	-1.354791222	-0.75982286	0.636461561	-0.604297487	-0.696336263	-0.565277005	0.6311959205
BSU25210	dnaG	-1.143262772	-0.23963887	0.671785537	-0.732150011	1.340849353	-2.77533403	0.0411215295	-1.190212225	0.470613405	1.709949673	-1.690981281	0.625236678	0.593678243	0.30124942	0.213828623	-0.166067761	-1.361654912	5.3218845755	5.2864338805	-0.300722241	-0.395266105	-0.247203759	-0.61151897	3.048150705	0.490409082	0.808494904	1.636441948	0.566991832	1.386880601	-1.4279192915	0.358281447	0.594043271	-0.830082844	-0.26278739	-1.952159939	1.865729754
BSU25260	glyS	-1.203064522	-0.450939175	-1.780982502	-0.023128219	-0.585029216	0.404693109	-1.107195412	-1.207577573	0.511699788	0.753217588	-0.308291989	-0.540899837	-1.235268428	-1.3251262515	-0.638505291	-1.33572708	0.455795323	-0.8728367785	-1.145329232	0.768128242	1.72273904	-0.776162625	0.500068477	2.232926628	0.416157242	-0.193510907	0.707142441	0.177255435	-1.121366783	0.0810166615	0.505700684	-0.398446566	0.770327595	1.574822068	0.5536722195	-1.8359765755
BSU25270	glyQ	-0.6348430455	-0.027899617	-2.458131859	-0.3068242255	-0.3228745185	-0.996509412	-0.3378588945	-0.548372539	0.627221396	1.1769079	-0.540656763	0.397961804	-0.899137627	-1.456737782	-0.573750846	-0.43706797	-0.297098672	-0.7970040765	-0.869859061	0.247218377	1.375684446	-0.727671044	0.739977106	2.304628579	0.421467771	1.7956177135	-0.506725069	0.59662269	-0.072083248	0.1657656875	0.782907484	0.359790891	0.823708855	1.411106763	0.907491943	-0.936763565
BSU25290	era	-0.026593886	-0.012086613	-2.540254374	1.778048726	0.204859568	2.436528137	-0.3193926785	-0.109693072	0.466219928	-0.790142182	0.027721251	-0.403803407	0.692494714	0.446152441	-0.511933776	-0.228088733	0.825251611	-0.5380704945	0.1740113965	1.951578599	2.413969965	-0.091131519	-0.121071542	3.35243167	-0.235609883	-0.505987267	-0.70416433	0.045241502	0.11727954	0.9604193145	0.099047891	0.473563916	2.78095875	0.643386003	-0.5351600925	0.724355791
BSU25560	holA	0.739296936	-0.315223999	4.501434298	1.2799190535	0.5834730395	-0.945648888	0.5781131605	0.375294351	1.164376262	-0.751674334	0.318923228	-0.228808586	1.367899375	-0.541340058	0.51363077	-0.166554352	-1.279931139	-0.4624253435	0.9029349225	0.583472229	0.823448624	2.4994214725	0.500342787	-2.20838794	-0.85482138	3.1775723555	-1.191632514	0.492787702	1.001755421	0.171985768	-0.000896824	-0.187611678	0.350945178	-1.105450788	-0.803193074	0.2059644415
BSU25640	nadD	-0.3319093205	0.807373347	-0.212612047	-0.855019735	-0.1384672105	-1.556247164	-0.4925976685	0.044839833	0.618888406	-0.824157643	1.500959459	0.651725602	0.211574386	0.461924551	0.087518562	0.351629374	0.036329087	0.210090368	0.0096420925	0.637546006	-0.960333551	0.6345335505	0.250641713	-1.056695389	-0.185785634	1.613846768	0.635514413	0.291336208	0.090467287	-0.421415087	-0.571693356	-0.302284469	-0.763949225	2.14694503	0.226425868	-0.580999602
BSU25670	yqeH	-0.006345428	0.775063104	1.50917945	-0.8791392645	1.188330422	-0.421761534	0.3187386005	0.440160648	0.017752036	0.244768951	0.156934235	-0.630709374	1.42332531	0.573214388	0.585435521	-0.137796755	0.986018393	2.1181413655	1.607505233	1.549053237	1.791659155	0.4438272685	-0.78284564	3.744121512	0.196184399	-0.2678409465	0.102704078	-0.418766772	0.607439314	-0.920779873	-0.586118804	-0.773110166	1.679027659	0.125453195	-0.735892522	-0.0233975505
BSU26350	sknR99	-0.3083121135	0.553820999	-0.122439695	0.1202364795	0.32340452	-0.532049765	0.1177935295	0.648096482	0.910307838	-0.115086615	-0.583785377	0.680640748	0.635341672	0.534940105	0.79324314	0.390963534	-0.03596796	-0.877960524	-0.420868381	1.072017528	-0.037706838	0.342473687	-0.057620051	-0.593510187	0.046933373	1.564968138	-0.229125818	0.272229215	0.638722295	0.26808033	0.372808998	-0.299658563	0.134697238	-0.211002825	0.1547610655	-0.448341029
BSU26350	yqaE	0.020965933	-0.011756371	-0.844239188	0.7482470765	-0.152990258	1.091344059	0.7546595185	0.192438713	1.375363185	0.029281548	-0.451864122	0.720520372	0.549740026	-0.905432124	1.105567288	0.215602896	-0.177466288	-0.7078390715	0.452522775	0.109944972	0.186757367	0.844870517	-0.119311732	0.48831249	-0.079552695	1.96185129	-0.016545023	0.264421598	1.074489669	0.3932658685	-0.854703006	0.111576154	-0.652226932	-0.165893668	-0.010820141	0.0322510935
